001,40259075,46092,3,,28-Sep-2016
002,40170760,46094,800,,05-Oct-2016
003,40170761,46095,250,,05-Oct-2016
004,40250204,46097,170,,05-Oct-2016
005,40170561,46091,5,,19-Sep-2016
006,40259076,46098,25,,28-Sep-2016
007,40170753,46099,220,,05-Oct-2016
008,40170755,46100,365,,05-Oct-2016
009,40250218,46101,180,05-Oct-2016,05-Oct-2016
010,40250216,46096,500,,05-Oct-2016
011,40250219,46102,1,,19-Sep-2016
